,Skew
May_Avg_High_Humidity_y,-0.6526560974581912
May_Avg_Humidity_y,-0.11027546395011678
May_Avg_Low_Humidity_y,0.2101628149299339
May_Avg_High_Wind_Speed _y,0.48027202620047416
May_Avg_Wind_Speed _y,0.4994463049759237
May_Avg_Low_Wind_Speed _y,-0.0009367146941117571
May_Avg_High_Pressure_y,0.3705571770246884
May_Avg_Pressure_y,0.33058427011673064
May_Avg_Low_Pressure_y,-1.2414977488412988
May_Average_Precipitation_y,0.0
May_Total_Precipitation_y,0.0
Dec_Avg_High_Temperature_y,0.20035347078858348
Dec_Avg_Temperature_y,0.22350745522053653
Dec_Avg_Low_Temperature_y,0.24590393429030977
Dec_Avg_High_ Dew_Point_y,0.45730578404322386
Dec_Avg_ Dew_Point_y,0.3028679063666925
Dec_Avg_Low_ Dew_Point_y,0.06568519224858406
Dec_Avg_High_Humidity_y,-0.46294815622288354
Dec_Avg_Humidity_y,-0.5472157379293967
Dec_Avg_Low_Humidity_y,-0.39457089404679935
Dec_Avg_High_Wind_Speed _y,-2.124706313803771
Dec_Avg_Wind_Speed _y,-1.8972388856282558
Dec_Avg_Low_Wind_Speed _y,0.22324058443811878
Dec_Avg_High_Pressure_y,0.2228039958209029
Dec_Avg_Pressure_y,0.23460564444304596
Dec_Avg_Low_Pressure_y,0.4919202972395529
Dec_Average_Precipitation_y,0.0
Dec_Total_Precipitation_y,0.0
Mar_Avg_High_Temperature_y,0.3125468439857015
Mar_Avg_Temperature_y,0.08144473029407438
Mar_Avg_Low_Temperature_y,0.020434418530115007
Mar_Avg_High_ Dew_Point_y,0.8674123606664693
Mar_Avg_ Dew_Point_y,1.0561376739638957
Mar_Avg_Low_ Dew_Point_y,1.2787668734982716
Mar_Avg_High_Humidity_y,-0.9794366805059265
Mar_Avg_Humidity_y,-0.8481830386132647
Mar_Avg_Low_Humidity_y,-0.7043335490918521
Mar_Avg_High_Wind_Speed _y,1.4102604844399655
Mar_Avg_Wind_Speed _y,1.3609046098578081
Mar_Avg_Low_Wind_Speed _y,0.873058299140324
Mar_Avg_High_Pressure_y,0.32105283949007285
Mar_Avg_Pressure_y,0.28221312258881903
Mar_Avg_Low_Pressure_y,0.2721544150182981
Mar_Average_Precipitation_y,0.0
Mar_Total_Precipitation_y,0.0
Sep_Avg_High_Temperature_y,-0.26554924618265363
Sep_Avg_Temperature_y,0.0027131353937600647
Sep_Avg_Low_Temperature_y,-0.2369308230357546
Sep_Avg_High_ Dew_Point_y,0.9689680397996967
Sep_Avg_ Dew_Point_y,0.8777543402024699
Sep_Avg_Low_ Dew_Point_y,0.2916540713545138
Sep_Avg_High_Humidity_y,-0.4541289060848954
Sep_Avg_Humidity_y,-0.1752055854117781
Sep_Avg_Low_Humidity_y,0.26110659084446053
Sep_Avg_High_Wind_Speed _y,-0.21035347928673992
Sep_Avg_Wind_Speed _y,-0.03631972750540484
Sep_Avg_Low_Wind_Speed _y,0.6468735971199353
Sep_Avg_High_Pressure_y,0.28506961612280785
Sep_Avg_Pressure_y,0.2975326878221223
Sep_Avg_Low_Pressure_y,-0.8364035792664077
Sep_Average_Precipitation_y,0.0
Sep_Total_Precipitation_y,0.0
Jan_Avg_High_Temperature_y,-0.12821972984133173
Jan_Avg_Temperature_y,0.027653194293312963
Jan_Avg_Low_Temperature_y,0.02220707610440956
Jan_Avg_High_ Dew_Point_y,0.12867426485866107
Jan_Avg_ Dew_Point_y,0.12492500581213814
Jan_Avg_Low_ Dew_Point_y,0.13898958794373592
Jan_Avg_High_Humidity_y,-1.0076701846438112
Jan_Avg_Humidity_y,-0.7004464025966128
Jan_Avg_Low_Humidity_y,-0.27140252416739213
Jan_Avg_High_Wind_Speed _y,1.1199721989870235
Jan_Avg_Wind_Speed _y,1.117066904820599
Jan_Avg_Low_Wind_Speed _y,1.1933444245169065
Jan_Avg_High_Pressure_y,0.3910058416143493
Jan_Avg_Pressure_y,0.3733137509849776
Jan_Avg_Low_Pressure_y,0.3178035305170961
Jan_Average_Precipitation_y,0.0
Jan_Total_Precipitation_y,0.0
